PhraseId,Phrase,Sentiment
8239,"With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .",2
8275,It labours as storytelling .,1
8280,Remember back when thrillers actually thrilled ?,1
8287,"The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before .",3
8333,Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .,1
8353,"... a ho-hum affair , always watchable yet hardly memorable .",2
8367,"I just saw this movie ... well , it 's probably not accurate to call it a movie .",1
8383,"Though uniformly well acted , especially by young Ballesta and Galan -LRB- a first-time actor -RRB- , writer\/director Achero Manas 's film is schematic and obvious .",2
8419,"When you resurrect a dead man , Hard Copy should come a-knocking , no ?",2
8437,"If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .",2
8479,"It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .",2
8522,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",2
8555,Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging .,1
8581,Too clever by about nine-tenths .,3
8587,This is no `` Waterboy ! '',1
8594,"They 're going through the motions , but the zip is gone .",2
8609,"The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .",2
8645,"Not as good as the original , but what is ...",2
8652,Those moviegoers who would automatically bypass a hip-hop documentary should give `` Scratch '' a second look .,4
8673,Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,3
8693,An unsophisticated sci-fi drama that takes itself all too seriously .,1
8705,"Stupid , infantile , redundant , sloppy , over-the-top , and amateurish .",0
8722,Resident Evil is what comes from taking John Carpenter 's Ghosts of Mars and eliminating the beheadings .,2
8745,"The movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .",0
8776,"With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",4
8798,"Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here , but a tasty performance from Vincent Gallo lifts this tale of cannibal lust above the ordinary .",3
8844,"A terrific date movie , whatever your orientation .",3
8853,"Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .",0
8880,How do you make a movie with depth about a man who lacked any ?,1
8894,Translation : ` We do n't need to try very hard . ',1
8906,"`` Frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .",4
8939,Less front-loaded and more shapely than the two-hour version released here in 1990 .,2
8956,"An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .",4
8991,"Some movies suck you in despite their flaws , and Heaven is one such beast .",4
9009,Very well written and directed with brutal honesty and respect for its audience .,4
9024,"Twenty years after its first release , E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career .",4
9055,Gooding offers a desperately ingratiating performance .,1
9064,... stumbles over every cheap trick in the book trying to make the outrage come even easier .,1
9085,Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . ',3
9112,"Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible .",4
9149,Just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny .,0
9168,This ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .,0
9188,"Broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",1
9206,Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .,4
9222,"Trying to figure out the rules of the Country Bear universe -- when are bears bears and when are they like humans , only hairier -- would tax Einstein 's brain .",1
9262,"`` Feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker .",2
9301,"Delia , Greta , and Paula rank as three of the most multilayered and sympathetic female characters of the year .",4
9326,The beauty of Alexander Payne 's ode to the Everyman is in the details .,3
9344,"The town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial .",1
9384,"Julie Davis is the Kathie Lee Gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent .",1
9416,"Much credit must be given to the water-camera operating team of Don King , Sonny Miller , and Michael Stewart .",3
9446,"In this film , Aussie David Caesar channels the not-quite-dead career of Guy Ritchie .",2
9465,"As averse as I usually am to feel-good , follow-your-dream Hollywood fantasies , this one got to me .",4
9485,"Maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is .",3
9508,Would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?,2
